IGKV1-10*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1-11*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1-12*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1-13*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1-14*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1-15*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1-16*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1-17*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1-18*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1-19*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1-2*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1-20*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1-21*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1-22*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1-23*01	2	15	16	33	34	84	85	93	94	201	VK	0
IGKV1-3*01	5	78	79	96	97	147	148	156	157	264	VK	0
IGKV1-5*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1-8*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1-9*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S1*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S10*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S11*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S12*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S13*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S14*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S15*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S16*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S17*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S19*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S2*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S20*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S21*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S22*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S23*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S24*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S25*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S26*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S27*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S28*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S3*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S4*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S5*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S6*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S7*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S8*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S9*01	1	78	79	96	97	147	148	156	157	264	VK	0
